country_code,metric_code,group,year,value,immediate_duty,immediate_duty_penalty,score_wrt_immediate_duty,global_best_penalty,score_wrt_global_best,immediate_duty_wrt_global_best,source_code
AFG,U5Survival,All,2012,91.97000122,96.26764544,0,85.36605718,0,75.74018384,88.72400382, 
AFG,U5Survival,All,2013,92.31999969,96.34744241,0,86.3232845,0,76.79758109,88.96508229, 
AFG,U5Survival,All,2014,92.63999939,96.3204074,0,87.4902881,0,77.76434758,88.88340554, 
AFG,U5Survival,All,2015,92.95999908,96.25320993,0,88.78074654,0,78.73111408,88.68039203, 
AFG,U5Survival,All,2016,93.23999786,96.23061703,0,89.80376266,0,79.57703188,88.61213553, 
AFG,U5Survival,All,2017,93.51000214,96.23331928,0,90.71595935,0,80.39275479,88.62029942, 
AFG,U5Survival,All,2018,93.75,96.18279908,0,91.69205374,0,81.1178239,88.46767042, 
AFG,U5Survival,All,2019,93.97000122,96.24672151,0,92.24199403,0,81.78248019,88.66078954, 
AFG,U5Survival,Female,2007,90.45999908,95.24121415,0,83.12981476,0,71.17824364,85.62300282, 
AFG,U5Survival,Female,2008,90.86000061,95.32751948,0,84.28452715,0,72.38670752,85.88374399, 
AFG,U5Survival,Female,2009,91.25,96.15114312,0,83.24460909,0,73.56495346,88.37203306, 
AFG,U5Survival,Female,2010,91.62999725,96.58514468,0,83.3076519,0,74.71298147,89.68321609, 
AFG,U5Survival,Female,2011,92,96.48002991,0,84.85454494,0,75.8308146,89.36564877, 
AFG,U5Survival,Female,2012,92.34999847,96.80083895,0,85.11466281,0,76.88821185,90.33486042, 
AFG,U5Survival,Female,2013,92.69999695,96.86923635,0,86.08826877,0,77.9456091,90.54149911, 
AFG,U5Survival,Female,2014,93.01999664,96.84606349,0,87.22347249,0,78.91237559,90.47149046, 
AFG,U5Survival,Female,2015,93.33000183,96.78846566,0,88.42876699,0,79.8489472,90.29747888, 
AFG,U5Survival,Female,2016,93.61000061,96.76910031,0,89.42351851,0,80.694865,90.23897331, 
AFG,U5Survival,Female,2017,93.87000275,96.77141653,0,90.28698915,0,81.48036998,90.24597093, 
AFG,U5Survival,Female,2018,94.12000275,96.7281135,0,91.256199,0,82.23565703,90.11514607, 
AFG,U5Survival,Female,2019,94.33999634,96.78290415,0,91.82506517,0,82.90029026,90.28067675, 
AFG,U5Survival,Male,2007,89.66000366,94.05151769,0,83.8258976,0,68.76133893,82.02875352, 
AFG,U5Survival,Male,2008,90.06999969,94.15939935,0,84.99820254,0,69.9999977,82.35467999, 
AFG,U5Survival,Male,2009,90.48000336,95.1889289,0,83.3541743,0,71.23867951,85.46504132, 
AFG,U5Survival,Male,2010,90.87000275,95.73143086,0,83.13844224,0,72.41692546,87.10402012, 
AFG,U5Survival,Male,2011,91.25,95.60003738,0,84.84309426,0,73.56495346,86.70706097, 
AFG,U5Survival,Male,2012,91.59999847,96.00104868,0,84.87666033,0,74.62235072,87.91857553, 
AFG,U5Survival,Male,2013,91.94999695,96.08654544,0,85.82720688,0,75.67974797,88.17687388, 
AFG,U5Survival,Male,2014,92.27999878,96.05757936,0,87.04425792,0,76.6767324,88.08936308, 
AFG,U5Survival,Male,2015,92.59999847,95.98558207,0,88.35992429,0,77.64349889,87.8718486, 
AFG,U5Survival,Male,2016,92.88999939,95.96137539,0,89.43141498,0,78.51963463,87.79871664, 
AFG,U5Survival,Male,2017,93.15000153,95.96427066,0,90.31708274,0,79.30513961,87.80746366, 
AFG,U5Survival,Male,2018,93.38999939,95.91014188,0,91.31289109,0,80.03020872,87.64393259, 
AFG,U5Survival,Male,2019,93.62000275,95.97863019,0,91.8887941,0,80.72508294,87.85084593, 
AFG,WaterInHome,All,2007,22.04178,53.23645483,0,41.40354588,0,22.04178,53.23645483, 
AFG,WaterInHome,All,2008,23.70623,54.09580333,0,43.82267855,0,23.70623,54.09580333, 
AFG,WaterInHome,All,2009,25.43298,62.51714196,0,40.6816102,0,25.43298,62.51714196, 
AFG,WaterInHome,All,2010,27.22201,67.12171059,0,40.55619227,0,27.22201,67.12171059, 
AFG,WaterInHome,All,2011,29.07374,65.99554613,0,44.05409411,0,29.07374,65.99554613, 
AFG,WaterInHome,All,2012,30.98774,69.45491691,0,44.61561741,0,30.98774,69.45491691, 
AFG,WaterInHome,All,2013,32.96398,70.20112903,0,46.95648126,0,32.96398,70.20112903, 
AFG,WaterInHome,All,2014,35.00246,69.94796947,0,50.04070921,0,35.00246,69.94796947, 
AFG,WaterInHome,All,2015,37.10361,69.32025326,0,53.52491985,0,37.10361,69.32025326, 
AFG,WaterInHome,All,2016,39.26698,69.1096935,0,56.8183391,0,39.26698,69.1096935, 
AFG,WaterInHome,All,2017,41.49848,69.13486479,0,60.02540125,0,41.49848,69.13486479, 
AFG,WaterInHome,All,2018,43.7995,68.6648514,0,63.78736589,0,43.7995,68.6648514, 
AFG,WaterInHome,All,2019,46.16995,69.25975777,0,66.66201484,0,46.16995,69.25975777, 
AGO,AdultSurvival,All,2007,70.29755402,92.73107593,0,67.36043833,0,64.30215836,95.45982768, 
AGO,AdultSurvival,All,2008,71.19100189,92.94826334,0,68.44407619,0,65.54305818,95.76147686, 
AGO,AdultSurvival,All,2009,72.08439636,92.86007538,0,69.82913698,0,66.78388384,95.63899359, 
AGO,AdultSurvival,All,2010,72.97789764,92.88005126,0,71.10607026,0,68.02485784,95.66673787, 
AGO,AdultSurvival,All,2011,73.87135315,92.87314599,0,72.4104474,0,69.26576826,95.65714721, 
AGO,AdultSurvival,All,2012,74.76480103,93.01369682,0,73.55757388,0,70.50666809,95.8523567, 
AGO,AdultSurvival,All,2013,75.07765198,93.05178752,0,73.97006481,0,70.9411833,95.90526044, 
AGO,AdultSurvival,All,2014,75.39054871,93.08731892,0,74.3849226,0,71.37576209,95.95460961, 
AGO,AdultSurvival,All,2015,75.70345306,93.01359231,0,74.91778262,0,71.81035148,95.85221154, 
AGO,AdultSurvival,All,2016,76.01634979,92.8291708,0,75.57311702,0,72.24493027,95.59607056, 
AGO,AdultSurvival,All,2017,76.32920074,92.71722886,0,76.15150031,0,72.67944548,95.44059564, 
AGO,AdultSurvival,All,2018,72.63324738,92.53854475,0,70.95751384,0,67.54617691,95.19242326, 
AGO,AdultSurvival,All,2019,73.00440216,92.40197795,0,71.64179112,0,68.06166967,95.00274715, 
AGO,AdultSurvival,Female,2007,73.93240356,94.00348627,0,71.32845266,0,68.40055283,95.89518667, 
AGO,AdultSurvival,Female,2008,74.83439636,94.20257473,0,72.41101421,0,69.6361594,96.16791059, 
AGO,AdultSurvival,Female,2009,75.73629761,94.12173577,0,73.78068589,0,70.87164056,96.05717229, 
AGO,AdultSurvival,Female,2010,76.63829803,94.14004699,0,75.04742339,0,72.10725758,96.08225615, 
AGO,AdultSurvival,Female,2011,77.54029846,94.13371716,0,76.34031195,0,73.34287461,96.07358515, 
AGO,AdultSurvival,Female,2012,78.44229889,94.26255542,0,77.48408603,0,74.57849163,96.25007592, 
AGO,AdultSurvival,Female,2013,78.7542038,94.29747189,0,77.88929292,0,75.00575863,96.2979067, 
